embark_ID,Accession_num,Artist,Printer,Title,Year_Made,Year_Acqd,Media,Media_AAT,Dimensions,Label,Credit_Line,Notes
7215,008.2011,Oscar Edmund Berninghaus,,Desert Nocturne (Indian Nocturne),1919,2011,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",24 in. x 30 in. (60.96 cm x 76.2 cm),,The Lunder Collection,
7960,008.2013,Carl Wimar,,Funeral Raft of a Dead Chieftain ,1856,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",,,The Lunder Collection,
8396,008.2014,John Marin,,"Full Moon Over the City, No. 2",1949,2014,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",22  x 28 in. (55.88  x 71.12 cm),,Norma B. Marin Collection,
8731,008.2015,Andō Hiroshige,,"Mokuobji Temple, Uchigawa inlet, Gozensaihata",1857,2015,,,,,The Lunder Collection,
84,009.1998,John Marin,,Lobster Fisherman,1948,1998,Etching on paper,"etchings (prints) AAT:(300041365), paper (fiber product) AAT:(300014109)",,,Promised Gift of Norma B. Marin,
90,009.2007,James McNeill Whistler,,The Pageant (The Doctor: Portrait of My Brother),19th century,2007,Lithograph on paper,"lithographs AAT:(300041379), paper (fiber product) AAT:(300014109)",10 7/16 in. x 7 3/4 in. (26.51 cm x 19.69 cm),,The Lunder Collection,
5860,009.2008,Louis Comfort Tiffany,,Daffodil Table Lamp,,2008,Leaded glass on bronze base,"glass (material) AAT:(300010797), bronze (metal) AAT:(300010957)",29 9/16 in. x 20 1/4 in. x 20 1/4 in. (75.09 cm x 51.44 cm x 51.44 cm),,The Lunder Collection,
6905,009.2010,Daniel Chester French,,Rip Van Winkle,1925,2010,Bronze,bronze (metal) AAT:(300010957),19 in. x 6 1/2 in. x 7 5/8 in. (48.26 cm x 16.51 cm x 19.37 cm),,The Lunder Collection,
7977,009.2013,James McNeill Whistler,,Venetian Courtyard,1880,2013,Chalk and pastel on paper,"chalk AAT:(300011727), pastels (crayons) AAT:(300122621), paper (fiber product) AAT:(300014109)",11 1/2 in. x 7 in. (29.21 cm x 17.78 cm),,The Lunder Collection,
8732,009.2015,Andō Hiroshige,,Akasaka Kiribatake,1856,2015,,,,,The Lunder Collection,
92,010.1998,John Marin,,"Notre Dame, Paris",1908,1998,Etching on paper,"etchings (prints) AAT:(300041365), paper (fiber product) AAT:(300014109)",,,Promised Gift of Norma B. Marin,
97,010.2006,James McNeill Whistler,,A Man Seated At a Desk,ca. 1854-1856,2006,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",4 1/2 in. x 3 in. (11.43 cm x 7.62 cm),,The Lunder Collection,
98,010.2007,James McNeill Whistler,,Custom House,1878,2007,Etching in black ink on off-white laid paper; only state,"etchings (prints) AAT:(300041365), ink AAT:(300015012), laid paper AAT:(300014184)",(plate: 81 x 187 mm),,The Lunder Collection,
5861,010.2008,Louis Comfort Tiffany,,18-Light Pond Lily Lamp,1899-1910,2008,Bronze and Favrile blown glass,"bronze (metal) AAT:(300010957), Favrile glass (TM) AAT:(300206359)",20 1/4  x 18  x 18 in. (51.44  x 45.72  x 45.72 cm),,The Lunder Collection,
6906,010.2010,William Couper,,Vision,1884,2010,Marble mounted on wood,"marble (rock) AAT:(300011443), wood (plant material) AAT:(300011914)",16 5/8 in. x 14 1/4 in. x 5/8 in. (42.23 cm x 36.2 cm x 1.59 cm),,The Lunder Collection,
7222,010.2011,Rembrandt van Rijn,,Christ Preaching (La Petite Tombe),ca. 1652,2011,etching and drypoint on paper,"etchings (prints) AAT:(300041365), drypoints (prints) AAT:(300041349), paper (fiber product) AAT:(300014109)",6 1/8 in. x 8 3/16 in. (15.5 cm x 20.8 cm),,The Lunder Collection,
8410,010.2014,Francisco (José de) Goya (y Lucientes),,Los Caprichos,1799,2014,Bound set of 80 intaglios on cream laid paper,"sets (groups) AAT:(300133146), laid paper AAT:(300014184)",12 1/4  x 8 1/8  x 7/8 in. (31.12  x 20.64  x 2.22 cm),,The Lunder Collection,
8733,010.2015,Andō Hiroshige,,"View from Massaki of Suijin Shrine, Uchigawa inlet and Sekiya",1857,2015,,,,,The Lunder Collection,
100,011.1998,John Marin,,"Old House, Rue Des Arpents, Rouen",1909,1998,Etching on paper,"etchings (prints) AAT:(300041365), paper (fiber product) AAT:(300014109)",,,Promised Gift of Norma B. Marin,
105,011.2006,James McNeill Whistler,,Nelly,ca. 1866-1870,2006,Pencil on blue paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",8 1/2 in. x 5 1/2 in. (21.59 cm x 13.97 cm),,The Lunder Collection,
106,011.2007,James McNeill Whistler,,"Archway, Brussels",1887,2007,Etching in dark brown ink on cream Japanese paper; only state,"etchings (prints) AAT:(300041365), ink AAT:(300015012), Japanese paper (handmade paper) AAT:(300014143)",(plate: 126 x 216 mm),,The Lunder Collection,
6050,011.2008,Harry Brooker,,The Young Kite Makers,,2008,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",28 in. x 36 in. (71.12 cm x 91.44 cm),,The Lunder Collection,
6611,011.2009,James McNeill Whistler,,"Annie, Seated",1858-1859,2009,Etching in black ink on cream laid paper; first state (of three),"etchings (prints) AAT:(300041365), ink AAT:(300015012), laid paper AAT:(300014184)",(130 x 96 mm; 209 x 158 mm; ),,The Lunder Collection,
7224,011.2011,John La Farge,,Sleep,1884-1885,2011,Watercolor on paper,"watercolors (paintings) AAT:(300078925), paper (fiber product) AAT:(300014109)",8 in. x 6 1/2 in. (20.32 cm x 16.51 cm),,The Lunder Collection,
8424,011.2014,Joan Mitchell,,Chamrousse,1967-1968,2014,Oil on linen,"oil paint (paint) AAT:(300015050), linen (material) AAT:(300014069)",99  x 64 1/2 in. (251.46  x 163.83 cm),,The Lunder Collection,
8734,011.2015,Andō Hiroshige,,"Scattered Pines, Tone River",1856,2015,,,,,The Lunder Collection,
108,012.1998,John Marin,,"Cathedral, Rouen",1909,1998,Etching on paper,"etchings (prints) AAT:(300041365), paper (fiber product) AAT:(300014109)",,,Promised Gift of Norma B. Marin,
113,012.2006,James McNeill Whistler,,A Street in Venice,ca. 1879-1880,2006,Chalk and pastel on brown paper,"chalk AAT:(300011727), pastels (crayons) AAT:(300122621), paper (fiber product) AAT:(300014109)",10 1/2 in. x 3 9/16 in. (26.67 cm x 9.05 cm),,The Lunder Collection,
114,012.2007,James McNeill Whistler,,"Rag Pickers, Quartier Mouffetard, Paris",1858,2007,Etching and drypoint in black ink on off-white wove paper; fourth state (of five),"etchings (prints) AAT:(300041365), drypoints (prints) AAT:(300041349), ink AAT:(300015012), wove paper AAT:(300014187)",(154 x 90 mm; 204 x 136 mm),,The Lunder Collection,
6051,012.2008,Sir Luke Fildes,,Still Life of Roses,,2008,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",18 in. x 23 in. (45.72 cm x 58.42 cm),,The Lunder Collection,
6617,012.2009,James McNeill Whistler,,La Marchand de Moutarde,1858,2009,Etching in black ink on dark yellow Japanese paper laid down on off-white wove paper (chine collé); third state (of five),"etchings (prints) AAT:(300041365), ink AAT:(300015012), Japanese paper (handmade paper) AAT:(300014143)",(158 x 89 mm; 232 x 154 mm),,The Lunder Collection,
6907,012.2010,James McNeill Whistler,,The Rialto,1879-1880,2010,Etching and drypoint in black ink on ivory laid paper; first state (of three),"etchings (prints) AAT:(300041365), drypoints (prints) AAT:(300041349), ink AAT:(300015012), laid paper AAT:(300014184)",(298 x 200 mm; 309 x 202 mm),,The Lunder Collection,
7225,012.2011,John La Farge,,Himene at Fara. Tahiti. Midday. At the Queen's Home,1891,2011,Watercolor on paper,"watercolors (paintings) AAT:(300078925), paper (fiber product) AAT:(300014109)",10 15/16 in. x 12 in. (27.78 cm x 30.48 cm),,The Lunder Collection,
8425,012.2014,James McNeill Whistler,,Riva 1,1879-1880,2014,Etching and drypoint in black ink on ivory laid paper,"etchings (prints) AAT:(300041365), drypoints (prints) AAT:(300041349), ink AAT:(300015012), laid paper AAT:(300014184)",10 1/8  x 16 1/4 in. (25.72  x 41.28 cm),,The Lunder Collection,
8740,012.2015,James McNeill Whistler,,"The Smith, Passage du Dragon",1894,2015,Transfer lithograph on Japanese vellum,"transfer lithographs AAT:(300263141), Japanese vellum AAT:(300256014)",12 x 9 in. (30.5 x 22.9 cm),,The Lunder Collection,
120,013.2006,James McNeill Whistler,,Note in Rose and Silver-Dordrecht,ca. 1884,2006,Watercolor on paper,"watercolors (paintings) AAT:(300078925), paper (fiber product) AAT:(300014109)",8 1/4 in. x 4 3/4 in. (20.96 cm x 12.07 cm),,The Lunder Collection,
121,013.2007,James McNeill Whistler,,"Melon Shop, Houndsditch",1887,2007,Etching and drypoint in dark brown ink on ivory laid paper; third state (of five),"etchings (prints) AAT:(300041365), drypoints (prints) AAT:(300041349), ink AAT:(300015012), laid paper AAT:(300014184)",(127 X 178 mm; 130 x 178 mm),,The Lunder Collection,
6052,013.2008,Louis Kronberg,,Arrangement - Orange & Blue Green,,2008,Oil pastel on canvas,"oil pastels AAT:(300230810), canvas AAT:(300014078)",30 in. x 24 in. (76.2 cm x 60.96 cm),,The Lunder Collection,
6847,013.2009,Clemens Kalischer,,"Bangalore, India, Girl Drinking Water from Pond",1964,2009,Gelatin silver print,gelatin silver prints AAT:(300128695),14 in. x 11 in. (35.56 cm x 27.94 cm),,The Lunder Collection,
6908,013.2010,Winslow Homer,,Stormy Sky,1884,2010,Charcoal and white chalk on gray paper,"charcoal (material) AAT:(300012862), chalk AAT:(300011727), paper (fiber product) AAT:(300014109)",13 1/2 in. x 23 in. (34.29 cm x 58.42 cm),,The Lunder Collection,
7226,013.2011,John La Farge,,Canoe Going Up the Coast to Apia-Samoa,1891,2011,Watercolor and gouache on paper,"watercolors (paintings) AAT:(300078925), gouache (paint) AAT:(300070114), paper (fiber product) AAT:(300014109)",5 1/2 in. x 11 1/2 in. (13.97 cm x 29.21 cm),,The Lunder Collection,
8471,013.2014,James McNeill Whistler,,"Yellow House, Lannion",1893,2014,"Color lithograph on ivory wove paper, third (final) state","color lithographs AAT:(300041383), wove paper AAT:(300014187)",14 15/16  x 10 15/16 in. (37.94  x 27.78 cm),,The Lunder Collection,
125,014.2004,James McNeill Whistler,,The Little Venice,1880,2004,"Etching in dark brown ink on tan Japanese paper; second (final) state, cancelled","etchings (prints) AAT:(300041365), ink AAT:(300015012), Japanese paper (handmade paper) AAT:(300014143), cancellations (stamps) AAT:(300194603)",(185 x 264 mm; 250 x 388 mm),,The Lunder Collection,
128,014.2007,James McNeill Whistler,,Old Hungerford Bridge,1861,2007,Etching and drypoint in black ink on ivory Japanese paper; first state (of four),"etchings (prints) AAT:(300041365), drypoints (prints) AAT:(300041349), ink AAT:(300015012), Japanese paper (handmade paper) AAT:(300014143)",(138 x 214 mm; 142 x 214 mm),,The Lunder Collection,
6053,014.2008,Gardner George Symons,,Hillside in Autumn,,2008,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",25 in. x 30 in. (63.5 cm x 76.2 cm),,The Lunder Collection,
6854,014.2009,Clemens Kalischer,,"Longshoremen Cutting Fish, New York, West Side",ca. 1947,2009,Gelatin silver print,gelatin silver prints AAT:(300128695),11 in. x 14 in. (27.94 cm x 35.56 cm),,The Lunder Collection,
6927,014.2010,Robert Frederick Blum,,Cherry Blossoms,1892,2010,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",28 1/2 in. x 13 1/2 in. (72.39 cm x 34.29 cm),,The Lunder Collection,
7262,014.2011,John Singer Sargent,,Fanny Watts,1878-1880,2011,watercolor on paper,"watercolors (paintings) AAT:(300078925), paper (fiber product) AAT:(300014109)",10 7/8 in. x 5 1/8 in. (27.62 cm x 13.02 cm),,The Lunder Collection,
8470,014.2014,James McNeill Whistler,,St. James Park,1885,2014,"Etching in black ink on ivory laid paper, first and only state","etchings (prints) AAT:(300041365), ink AAT:(300015012), laid paper AAT:(300014184)",2 3/4  x 3 7/8 in. (6.99  x 9.84 cm),,The Lunder Collection,
130,015.1998,John Marin,,"Ponte Ghetto, Venice",1907,1998,Etching,etchings (prints) AAT:(300041365),,,Promised Gift of Norma B. Marin,
136,015.2007,James McNeill Whistler,,Fruit Stall,1879-1880,2007,Etching and drypoint in dark brown ink on ivory laid paper; third state (of twenty-one),"etchings (prints) AAT:(300041365), drypoints (prints) AAT:(300041349), ink AAT:(300015012), laid paper AAT:(300014184)",(plate: 224 x 150 mm),,The Lunder Collection,
6055,015.2008,James McNeill Whistler,,Street at Saverne,1858,2008,Etching and open bite or sandpaper ground in brown ink on cream laid paper; third state (of four),"etchings (prints) AAT:(300041365), ink AAT:(300015012), laid paper AAT:(300014184)",(212 x 157 mm; 295 x 212 mm),,The Lunder Collection,
6859,015.2009,Clemens Kalischer,,"Val Grana, Italy - Reclining ",1963,2009,Gelatin silver print,gelatin silver prints AAT:(300128695),14 in. x 11 in. (35.56 cm x 27.94 cm),,The Lunder Collection,
6932,015.2010,Gustave Courbet,,Le Gros Chêne,1843,2010,Oil on paper mounted to canvas,"oil paint (paint) AAT:(300015050), paper (fiber product) AAT:(300014109), canvas AAT:(300014078)",11 1/2 in. x 12 3/4 in. (29.21 cm x 32.39 cm),,The Lunder Collection,
7265,015.2011,James McNeill Whistler,,Dordrecht,1886,2011,Etching and drypoint in brown ink on off-white laid paper; second (final) state,"etchings (prints) AAT:(300041365), drypoints (prints) AAT:(300041349), ink AAT:(300015012), laid paper AAT:(300014184)",(150 x 227 mm; 156 x 227 mm),,The Lunder Collection,
8469,015.2014,George Wesley Bellows,,"In the Park, Dark",1916,2014,Lithograph in black ink on ivory laid paper,"lithographs AAT:(300041379), ink AAT:(300015012), laid paper AAT:(300014184)",21 11/16  x 31 3/8 in. (55.09  x 79.69 cm),,The Lunder Collection,
138,016.1998,John Marin,,Skyscrapers in Construction,1930,1998,Etching,etchings (prints) AAT:(300041365),,,Promised Gift of Norma B. Marin,
144,016.2007,James McNeill Whistler,,Wool Carders,1879-1880,2007,Drypoint in dark brown ink on off-white laid paper; first state (of three),"drypoints (prints) AAT:(300041349), ink AAT:(300015012), laid paper AAT:(300014184)",(285 x 230 mm; 287 x 230 mm),,The Lunder Collection,
6056,016.2008,James McNeill Whistler,,Free Trade Wharf,1877,2008,Etching and drypoint in black ink on cream Japanese paper; seventh state (of eight),"etchings (prints) AAT:(300041365), drypoints (prints) AAT:(300041349), ink AAT:(300015012), Japanese paper (handmade paper) AAT:(300014143)",(99 x 198 mm; 183 x 248 mm),,The Lunder Collection,
6850,016.2009,Clemens Kalischer,,"Piedmont, Two Nuns and Priest",1963,2009,Gelatin silver print,gelatin silver prints AAT:(300128695),14 in. x 11 in. (35.56 cm x 27.94 cm),,The Lunder Collection,
6934,016.2010,Georgia O'Keeffe,,Pink Daisy with Iris,1927,2010,Oil on canvas board,"oil paint (paint) AAT:(300015050), canvas board AAT:(300014236)",9 3/4 in. x 5 15/16 in. (24.77 cm x 15.08 cm),,The Lunder Collection,
7266,016.2011,James McNeill Whistler,,The Doorway,1879-1880,2011,"Etching, drypoint and roulette in brown ink on ivory laid paper; fourteenth state (of twenty)","etchings (prints) AAT:(300041365), drypoints (prints) AAT:(300041349), roulettes (engraving tools) AAT:(300022774), ink AAT:(300015012), laid paper AAT:(300014184)",(292 x 200 mm; 298 x 200 mm),,The Lunder Collection,
8468,016.2014,George Wesley Bellows,,The Street,1917,2014,Lithograph in black ink on Japanese paper,"lithographs AAT:(300041379), ink AAT:(300015012), Japanese paper (handmade paper) AAT:(300014143)",26 1/8  x 21 3/8 in. (66.36  x 54.29 cm),,The Lunder Collection,
146,017.1998,John Marin,,"La Madeleine, Paris",1908,1998,Etching,etchings (prints) AAT:(300041365),,,Promised Gift of Norma B. Marin,
151,017.2007,James McNeill Whistler,,The Fleet: Monitors,1887,2007,Etching in dark brown ink on off-white laid paper; first state (of two),"etchings (prints) AAT:(300041365), ink AAT:(300015012), laid paper AAT:(300014184)",(plate: 141 x 222 mm),,The Lunder Collection,
6057,017.2008,James McNeill Whistler,,Two Ships,1875,2008,Etching and drypoint in black ink on cream Japanese paper; fourth state (of five),"etchings (prints) AAT:(300041365), drypoints (prints) AAT:(300041349), ink AAT:(300015012), Japanese paper (handmade paper) AAT:(300014143)",(208 x 133 mm; 310 x 209 mm),,The Lunder Collection,
6845,017.2009,Clemens Kalischer,,"Longshoremen Pay Day, New York Waterfront, West Side",ca. 1940s,2009,Gelatin silver print,gelatin silver prints AAT:(300128695),14 in. x 11 in. (35.56 cm x 27.94 cm),,The Lunder Collection,
6933,017.2010,James McNeill Whistler,,Harmony in Crimson and Brown,1884,2010,Ink on paper,"ink AAT:(300015012), paper (fiber product) AAT:(300014109)",6 11/16 in. x 3 3/4 in. (17 cm x 9.5 cm),,The Lunder Collection,
7264,017.2011,James McNeill Whistler,,The Beggars,1879-1880,2011,Etching and drypoint in black ink on off-white laid paper; second state (of seventeen),"etchings (prints) AAT:(300041365), drypoints (prints) AAT:(300041349), ink AAT:(300015012), laid paper AAT:(300014184)",(306 x 211 mm; 341 x 211 mm),,The Lunder Collection,
8467,017.2014,George Wesley Bellows,,Artists' Evening,1916,2014,Lithograph in black in on ivory wove paper,"lithographs AAT:(300041379), wove paper AAT:(300014187)",19 3/8  x 25 5/16 in. (49.21  x 64.29 cm),,The Lunder Collection,
153,018.1998,John Marin,,"Canal, Amsterdam",1906,1998,Etching on paper,"etchings (prints) AAT:(300041365), paper (fiber product) AAT:(300014109)",,,Promised Gift of Norma B. Marin,
156,018.2004,Alex Katz,,Madison 2,1952,2004,Oil on masonite,"oil paint (paint) AAT:(300015050), Masonite (TM) AAT:(300014205)",30 in. x 36 in. (76.2 cm x 91.44 cm),,Promised Gift of the Artist,
159,018.2007,James McNeill Whistler,,The Music Room,1859,2007,Etching in black ink on ivory wove paper; first state (of four),"etchings (prints) AAT:(300041365), ink AAT:(300015012), wove paper AAT:(300014187)",(145 x 212 mm; 242 x 314 mm),,The Lunder Collection,
6058,018.2008,James McNeill Whistler,,"Mrs. Leyland, Sr.",1874-1875,2008,Drypoint in black ink on cream laid paper; first state (of three),"drypoints (prints) AAT:(300041349), ink AAT:(300015012), laid paper AAT:(300014184)",(225 x 149 mm; 325 x 199 mm),,The Lunder Collection,
6853,018.2009,Clemens Kalischer,,"New York Housing 14th Street, Workers Lunchtime",ca. 1947,2009,Gelatin silver print,gelatin silver prints AAT:(300128695),14 in. x 11 in. (35.56 cm x 27.94 cm),,The Lunder Collection,
6935,018.2010,Eastman Johnson,,Harold McGuffey,ca. 1882,2010,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",19 1/4 in. x 16 in. (48.9 cm x 40.64 cm),,The Lunder Collection,
8492,018.2014,Andō Hiroshige,,Evening Shower at Atake and the Ohashi Bridge (Ohasi Atake no Yudachi),1857,2014,Woodcut on cream Japanese paper,"woodcuts (prints) AAT:(300041405), Japanese paper (handmade paper) AAT:(300014143)",14 13/16  x 10 1/16 in. (37.62  x 25.56 cm),,The Lunder Collection,
